,zpid_of_the_house,place name,category
44996,83283499,Arlington Park,park
44997,83283499,Montgomery Square,park
44998,83283499,Heritage Elementary,school
45000,83283499,Stater Bros.,grocery store
45001,83283499,Columbus Square Community,park
45002,83283499,Greenwood Tustin Legacy,park
45003,83283499,,park
45011,83304034,Advanced Technology & Education Park,school
45012,83304034,Victory Park,park
45013,83304034,Legacy Magnet Academy,school
45014,83304034,Costco,grocery store
45015,83304034,Magnolia Tree Park,park
45016,83304034,Tustin Centennial Park,park
45017,83304034,Sycamore Magnet Academy,school
45018,83304034,W R Nelson Elementary School,school
45019,83304034,Arlington Park,park
45020,83304034,Montgomery Square,park
45021,83304034,Heritage Elementary,school
45022,83304034,Ron Foell Park,park
45024,83304034,Stater Bros.,grocery store
45025,83304034,Laurelwood,park
45026,83304034,Columbus Square Community,park
45027,83304034,Greenwood Tustin Legacy,park
45029,83304034,,park
45033,51632161,Peters Canyon Regional Park,park
45035,51632161,Cedar Grove Park,park
45036,51632161,Pioneer Road Park,park
45037,51632161,Peters Canyon Elementary School,school
45038,51632161,Hideaway Park,park
45039,51632161,The Meadows Park,park
45040,51632161,Lemon Heights,park
45041,51632161,Serrano,park
45042,83290236,Advanced Technology & Education Park,school
45043,83290236,Victory Park,park
45044,83290236,Legacy Magnet Academy,school
45045,83290236,Tustin Legacy Park,park
45046,83290236,Costco,grocery store
45047,83290236,Magnolia Tree Park,park
45048,83290236,Tustin Centennial Park,park
45049,83290236,Sycamore Magnet Academy,school
45050,83290236,W R Nelson Elementary School,school
45051,83290236,Arlington Park,park
45052,83290236,Montgomery Square,park
45053,83290236,Heritage Elementary,school
45055,83290236,Stater Bros.,grocery store
45056,83290236,Columbus Square Community,park
45057,83290236,Greenwood Tustin Legacy,park
45058,83290236,,park
45066,51632046,Pioneer Middle School,school
45067,51632046,Resort at the Groves,park
45068,51632046,Peters Canyon Regional Park,park
45070,51632046,Cedar Grove Park,park
45071,51632046,Pioneer Road Park,park
45072,51632046,Citrus Ranch Park,park
45073,51632046,Peters Canyon Elementary School,school
45074,51632046,Hideaway Park,park
45075,51632046,The Meadows Park,park
45076,51632046,Lemon Heights,park
45077,51632046,,school
45078,51632046,Serrano,park
45079,125131979,Walmart Supercenter,grocery store
45080,125131979,Victory Park,park
45081,125131979,Legacy Magnet Academy,school
45082,125131979,Costco,grocery store
45083,125131979,Creekside Education Center,school
45084,125131979,Sweet Shade Park,park
45085,125131979,Whole Foods Market,grocery store
45086,125131979,Plaza Park,park
45087,125131979,Colonel Bill Barber Marine Corps Memorial Park,park
45088,125131979,Arlington Park,park
45089,125131979,Montgomery Square,park
45090,125131979,Tustin Field Park,park
45091,125131979,Ron Foell Park,park
45092,125131979,Plaza Vista School,school
45093,125131979,Stater Bros.,grocery store
45094,125131979,Tustin,park
45095,125131979,Tustin Legacy,park
45096,125131979,Westpark,park
45099,306362341,Albertsons,grocery store
45100,306362341,Tustin High School,school
45101,306362341,McFadden-Pasadena Parkette,park
45102,306362341,Columbus Tustin Middle School,school
45103,306362341,International India Bazaar,grocery store
45104,306362341,Santa Ana Zoo at Prentice Park,park
45105,306362341,Frontier Park,park
45106,306362341,Pine Tree Park,park
45107,306362341,Pepper Tree Park,park
45108,306362341,Sycamore Magnet Academy,school
45109,306362341,Benjamin F Beswick Elementary School,school
45110,306362341,C. C. Lambert Elementary School,school
45111,306362341,Helen Estock Elementary School,school
45112,306362341,Robert Heideman Elementary School,school
45113,306362341,99 Ranch Market,grocery store
45114,306362341,Sprouts Farmers Market,grocery store
45115,306362341,Saint Jeanne de Lestonnac School,school
45116,306362341,Adventures in Learning Preschool,school
45117,306362341,Tustin Pre-school,school
45118,306362341,Kiddie Academy,school
45120,325861472,Albertsons,grocery store
45121,325861472,Tustin High School,school
45122,325861472,McFadden-Pasadena Parkette,park
45123,325861472,Columbus Tustin Middle School,school
45124,325861472,International India Bazaar,grocery store
45125,325861472,Santa Ana Zoo at Prentice Park,park
45126,325861472,Frontier Park,park
45127,325861472,Pine Tree Park,park
45128,325861472,Pepper Tree Park,park
45129,325861472,Sycamore Magnet Academy,school
45130,325861472,Benjamin F Beswick Elementary School,school
45131,325861472,C. C. Lambert Elementary School,school
45132,325861472,Helen Estock Elementary School,school
45133,325861472,Robert Heideman Elementary School,school
45134,325861472,Marjorie Veeh Elementary School,school
45135,325861472,99 Ranch Market,grocery store
45136,325861472,Sprouts Farmers Market,grocery store
45137,325861472,Saint Jeanne de Lestonnac School,school
45138,325861472,Adventures in Learning Preschool,school
45139,325861472,Tustin Pre-school,school
45140,69259366,Victory Park,park
45141,69259366,Legacy Magnet Academy,school
45142,69259366,Harvard Square Park,park
45143,69259366,Harvard Athletic Park,park
45144,69259366,Flagstone Park,park
45145,69259366,Deerfield Elementary School,school
45146,69259366,College Park,park
45147,69259366,College Park Elementary School,school
45148,69259366,Greentree Elementary School,school
45149,69259366,Smart & Final,grocery store
45150,69259366,Trader Joe's,grocery store
45151,69259366,Chaparral Avenue Park,park
45152,69259366,Elm Street Pool,park
45153,69259366,99 Ranch Market,grocery store
45154,69259366,Greentree school park,park
45155,69259366,Tustin Field Park,park
45156,69259366,Ron Foell Park,park
45157,69259366,Plaza Vista School,school
45158,69259366,Stater Bros.,grocery store
45159,69259366,El Camino Real,park
45160,83263870,Advanced Technology & Education Park,school
45161,83263870,Victory Park,park
45162,83263870,Legacy Magnet Academy,school
45163,83263870,Tustin Legacy Park,park
45164,83263870,Costco,grocery store
45165,83263870,Magnolia Tree Park,park
45166,83263870,Tustin Centennial Park,park
45167,83263870,Sycamore Magnet Academy,school
45168,83263870,W R Nelson Elementary School,school
45169,83263870,Arlington Park,park
45170,83263870,Montgomery Square,park
45171,83263870,Heritage Elementary,school
45172,83263870,Ron Foell Park,park
45174,83263870,Stater Bros.,grocery store
45175,83263870,Laurelwood,park
45176,83263870,Columbus Square Community,park
45177,83263870,Greenwood Tustin Legacy,park
45179,83263870,,park
45181,25510291,Pioneer Middle School,school
45182,25510291,Peters Canyon Regional Park,park
45184,25510291,Cedar Grove Park,park
45185,25510291,Citrus Ranch Park,park
45186,25510291,Valencia Park,park
45187,25510291,Peters Canyon Elementary School,school
45188,25510291,Red Hill School,school
45189,25510291,Tustin Memorial Academy,school
45190,25510291,Lower Peters Canyon Park,park
45191,25510291,Sheridan Square Community Park,park
45192,25510291,Gallery Park,park
45193,25510291,Hideaway Park,park
45194,25510291,Lemon Heights,park
45195,25510291,Tustin Ranch,park
45196,25510291,,school
45197,25510291,Serrano,park
45199,64707984,Victory Park,park
45200,64707984,Legacy Magnet Academy,school
45201,64707984,Harvard Athletic Park,park
45202,64707984,Costco,grocery store
45203,64707984,Creekside Education Center,school
45204,64707984,Sweet Shade Park,park
45205,64707984,Flagstone Park,park
45206,64707984,Deerfield Elementary School,school
45207,64707984,Bluejay Park,park
45208,64707984,Plaza Park,park
45209,64707984,Stone Creek Swim Club,park
45210,64707984,Woodpine Park,park
45211,64707984,College Park,park
45212,64707984,College Park Elementary School,school
45213,64707984,Greentree Elementary School,school
45214,64707984,Chaparral Avenue Park,park
45215,64707984,Elm Street Pool,park
45216,64707984,99 Ranch Market,grocery store
45217,64707984,Greentree school park,park
45218,64707984,Tustin Field Park,park
45219,69247968,Victory Park,park
45220,69247968,Legacy Magnet Academy,school
45221,69247968,Costco,grocery store
45222,69247968,Creekside Education Center,school
45223,69247968,Sweet Shade Park,park
45224,69247968,Flagstone Park,park
45225,69247968,Whole Foods Market,grocery store
45226,69247968,Mark Daily Athletic Park,park
45227,69247968,Arrowhead Park,park
45228,69247968,Birdsong Park,park
45229,69247968,Bluejay Park,park
45230,69247968,Plaza Park,park
45231,69247968,Stone Creek Swim Club,park
45232,69247968,Woodpine Park,park
45233,69247968,Colonel Bill Barber Marine Corps Memorial Park,park
45234,69247968,Albertsons,grocery store
45235,69247968,Sprouts Farmers Market,grocery store
45236,69247968,99 Ranch Market,grocery store
45237,69247968,Tustin Field Park,park
45238,69247968,Ron Foell Park,park
45239,79814881,Advanced Technology & Education Park,school
45240,79814881,Legacy Magnet Academy,school
45241,79814881,Magnolia Tree Park,park
45242,79814881,Tustin Centennial Park,park
45243,79814881,Frontier Park,park
45244,79814881,Sycamore Magnet Academy,school
45245,79814881,Benjamin F Beswick Elementary School,school
45246,79814881,W R Nelson Elementary School,school
45247,79814881,99 Ranch Market,grocery store
45248,79814881,Arlington Park,park
45249,79814881,Montgomery Square,park
45250,79814881,Heritage Elementary,school
45252,79814881,Stater Bros.,grocery store
45253,79814881,Laurelwood,park
45254,79814881,Columbus Square Community,park
45255,79814881,,park
45263,51632071,Pioneer Middle School,school
45264,51632071,Peters Canyon Regional Park,park
45266,51632071,Cedar Grove Park,park
45267,51632071,Pioneer Road Park,park
45268,51632071,Peters Canyon Elementary School,school
45269,51632071,Hideaway Park,park
45270,51632071,The Meadows Park,park
45271,51632071,Lemon Heights,park
45272,51632071,Serrano,park
45273,325863978,Victory Park,park
45274,325863978,Legacy Magnet Academy,school
45275,325863978,Tustin Legacy Park,park
45276,325863978,Harvard Athletic Park,park
45277,325863978,Costco,grocery store
45278,325863978,Creekside Education Center,school
45279,325863978,Sweet Shade Park,park
45280,325863978,Whole Foods Market,grocery store
45281,325863978,Arlington Park,park
45282,325863978,Montgomery Square,park
45283,325863978,Tustin Field Park,park
45284,325863978,Ron Foell Park,park
45285,325863978,Advanced Technology & Education Park,school
45286,325863978,Stater Bros.,grocery store
45287,325863978,Tustin,park
45288,325863978,Tustin Legacy,park
45290,325863978,Westpark,park
45291,325863978,Columbus Square Community,park
45292,325863978,Greenwood Tustin Legacy,park
45293,83292105,Advanced Technology & Education Park,school
45294,83292105,Victory Park,park
45295,83292105,Legacy Magnet Academy,school
45296,83292105,Tustin Legacy Park,park
45297,83292105,Costco,grocery store
45298,83292105,Magnolia Tree Park,park
45299,83292105,Tustin Centennial Park,park
45300,83292105,Sycamore Magnet Academy,school
45301,83292105,W R Nelson Elementary School,school
45302,83292105,Arlington Park,park
45303,83292105,Montgomery Square,park
45304,83292105,Heritage Elementary,school
45305,83292105,Ron Foell Park,park
45307,83292105,Stater Bros.,grocery store
45308,83292105,Columbus Square Community,park
45309,83292105,Greenwood Tustin Legacy,park
45310,83292105,,park
45316,64569723,Victory Park,park
45317,64569723,Harvard Square Park,park
45318,64569723,Harvard Athletic Park,park
45319,64569723,Flagstone Park,park
45320,64569723,Deerfield Community Park,park
45321,64569723,Venado Middle School,school
45322,64569723,Deerfield Elementary School,school
45323,64569723,Bluejay Park,park
45324,64569723,Plaza Park,park
45325,64569723,Stone Creek Swim Club,park
45326,64569723,College Park,park
45327,64569723,College Park Elementary School,school
45328,64569723,Greentree Elementary School,school
45329,64569723,Ralphs,grocery store
45330,64569723,Smart & Final,grocery store
45331,64569723,Trader Joe's,grocery store
45332,64569723,Chaparral Avenue Park,park
45333,64569723,Elm Street Pool,park
45334,64569723,99 Ranch Market,grocery store
45335,64569723,Greentree school park,park
45336,89159836,Advanced Technology & Education Park,school
45337,89159836,Victory Park,park
45338,89159836,Legacy Magnet Academy,school
45339,89159836,Tustin Legacy Park,park
45340,89159836,Magnolia Tree Park,park
45341,89159836,Tustin Centennial Park,park
45342,89159836,Sycamore Magnet Academy,school
45343,89159836,W R Nelson Elementary School,school
45344,89159836,Arlington Park,park
45345,89159836,Montgomery Square,park
45346,89159836,Heritage Elementary,school
45348,89159836,Stater Bros.,grocery store
45349,89159836,Columbus Square Community,park
45350,89159836,,park
45362,51632129,Pioneer Middle School,school
45363,51632129,Peters Canyon Regional Park,park
45365,51632129,Cedar Grove Park,park
45366,51632129,Pioneer Road Park,park
45367,51632129,Peters Canyon Elementary School,school
45368,51632129,Hideaway Park,park
45369,51632129,The Meadows Park,park
45370,51632129,Lemon Heights,park
45371,51632129,Serrano,park
45372,325863951,Walmart Supercenter,grocery store
45373,325863951,Victory Park,park
45374,325863951,Legacy Magnet Academy,school
45375,325863951,Tustin Legacy Park,park
45376,325863951,Costco,grocery store
45377,325863951,Creekside Education Center,school
45378,325863951,Sweet Shade Park,park
45379,325863951,Whole Foods Market,grocery store
45380,325863951,Arlington Park,park
45381,325863951,Montgomery Square,park
45382,325863951,Tustin Field Park,park
45383,325863951,Ron Foell Park,park
45384,325863951,Advanced Technology & Education Park,school
45385,325863951,Stater Bros.,grocery store
45386,325863951,Tustin,park
45387,325863951,Tustin Legacy,park
45389,325863951,Westpark,park
45390,325863951,Columbus Square Community,park
45391,325863951,Greenwood Tustin Legacy,park
45392,59726256,Pioneer Middle School,school
45393,59726256,Peters Canyon Regional Park,park
45395,59726256,Arroyo Elementary School,school
45396,59726256,Cedar Grove Park,park
45397,59726256,Pioneer Road Park,park
45398,59726256,Citrus Ranch Park,park
45399,59726256,Peters Canyon Elementary School,school
45400,59726256,Hideaway Park,park
45401,59726256,The Meadows Park,park
45402,59726256,Lemon Heights,park
45403,59726256,,school
45404,59726256,Serrano,park
45405,25425771,Serrano Elementary School,school
45406,25425771,Villa Park High School,school
45407,25425771,Ralphs,grocery store
45408,25425771,Cerro Villa Middle School,school
45409,25425771,Oakridge Private School,school
45410,25425771,Linda Vista Elementary School,school
45411,25425771,Katella School,school
45412,25425771,Villa Park Elementary School,school
45413,25425771,Villa Park Knowles,park
45414,25425771,Orange,park
45415,25425771,,park
